POprc559_1:1	okay	RE(RE)	okay
POprc559_27:2	f_va	FW(FW)	
POprc559_27:3	_0	PA(PA)	

POprc559_28:1	hm	RE(RE)	hm
POprc559_28:2	_1	PA(PA)	

POprc559_29:1	okay	RE(RE)	okay
POprc559_29:2	_1	PA(PA)	

POprc559_30:1	two	CD(CD)	two
POprc559_30:2	more	JJR(JJR)	more
POprc559_30:3	please	FI(FI)	please
POprc559_30:4	_0	PA(PA)	
POprc559_30:5	er	UH(UH)	er
POprc559_30:6	the	DT(DT)	the
POprc559_30:7	second	JJ(JJ)	second
POprc559_30:8	type	NN(NN)	type
POprc559_30:9	er	UH(UH)	er
POprc559_30:10	about	IN(IN)	about
POprc559_30:11	the	DT(DT)	the
POprc559_30:12	erm	UH(UH)	erm
POprc559_30:13	_1	PA(PA)	
POprc559_30:14	new	JJ(JJ)	new
POprc559_30:15	infrastructures	NNS(NNS)	infrastructure
POprc559_30:16	you	PP(PP)	you
POprc559_30:17	said	VVD(VVD)	say
POprc559_30:18	_0	PA(PA)	
POprc559_30:19	you	PP(PP)	you
POprc559_30:20	talked	VVD(VVD)	talk
POprc559_30:21	about	IN(IN)	about
POprc559_30:22	the	DT(DT)	the
POprc559_30:23	new	JJ(JJ)	new
POprc559_30:24	_0	PA(PA)	
POprc559_30:25	networks	NNS(NNS)	network
POprc559_30:26	for	IN(IN)	for
POprc559_30:27	united	NP(NP)	united
POprc559_30:28	kingdom	NP(NP)	kingdom
POprc559_30:29	can	MD(MD)	can
POprc559_30:30	you	PP(PP)	you
POprc559_30:31	exp-	XX(XX)	
POprc559_30:32	can	MD(MD)	can
POprc559_30:33	you	PP(PP)	you
POprc559_30:34	clarify	VV(VV)	clarify
POprc559_30:35	about	IN(IN)	about
POprc559_30:36	this	DT(DT)	this

POprc559_31:1	xxx	UNI(UNI)	
POprc559_31:2	_0	PA(PA)	

POprc559_32:1	and	CC(CC)	and
POprc559_32:2	third	JJ(JJ)	third
POprc559_32:3	erm	UH(UH)	erm
POprc559_32:4	_0	PA(PA)	
POprc559_32:5	when	WRB(WRB)	when
POprc559_32:6	is	VBZ(VBZ)	be
POprc559_32:7	your	PP$(PP$)	you
POprc559_32:8	next	JJ(JJ)	next
POprc559_32:9	meeting	VVG(NN)	meet/meeting
POprc559_32:10	_1	PA(PA)	

POprc559_33:1	yah	RE(RE)	yah
POprc559_33:2	_0	PA(PA)	
POprc559_33:3	erm	UH(UH)	erm
POprc559_33:4	xxx	UNI(UNI)	
POprc559_33:5	now	RB(RB)	now
POprc559_33:6	that	DT(DT)	that
POprc559_33:7	's	VBS(VBS)	be
POprc559_33:8	of	IN(IN)	of
POprc559_33:9	_0	PA(PA)	
POprc559_33:10	will	MD(MD)	will
POprc559_33:11	be	VB(VB)	be
POprc559_33:12	two	CD(CD)	two
POprc559_33:13	capacities	NNS(NNS)	capacity
POprc559_33:14	from	IN(IN)	from
POprc559_33:15	the	DT(DT)	the
POprc559_33:16	pipes	NNS(NNS)	pipe
POprc559_33:17	are	VBP(VBP)	be
POprc559_33:18	xxx	UNI(UNI)	
POprc559_33:19	and	CC(CC)	and
POprc559_33:20	xxx	UNI(UNI)	
POprc559_33:21	_0	PA(PA)	
POprc559_33:22	so	DM(DM)	so
POprc559_33:23	this	DT(DT)	this
POprc559_33:24	will	MD(MD)	will
POprc559_33:25	come	VV(VV)	come
POprc559_33:26	on	IN(IN)	on
POprc559_33:27	stream	NN(NN)	stream
POprc559_33:28	two	CD(CD)	two
POprc559_33:29	thousand	CD(CD)	thousand
POprc559_33:30	six	CD(CD)	six
POprc559_33:31	two	CD(CD)	two
POprc559_33:32	thousand	CD(CD)	thousand
POprc559_33:33	seven	CD(CD)	seven
POprc559_33:34	_0	PA(PA)	
POprc559_33:35	and	CC(CC)	and
POprc559_33:36	er	UH(UH)	er
POprc559_33:37	_0	PA(PA)	

POprc559_34:1	yes	RE(RE)	yes

POprc559_35:1	and	CC(CC)	and
POprc559_35:2	as	IN(IN)	as
POprc559_35:3	a	DT(DT)	a
POprc559_35:4	result	NN(NN)	result
POprc559_35:5	we	PP(PP)	we
POprc559_35:6	will	MD(MD)	will
POprc559_35:7	_0	PA(PA)	
POprc559_35:8	have	VH(VH)	have
POprc559_35:9	for	IN(IN)	for
POprc559_35:10	s_uk	NP(NP)	s_uk
POprc559_35:11	_0	PA(PA)	
POprc559_35:12	around	RB(RB)	around
POprc559_35:13	twen-	XX(XX)	
POprc559_35:14	twenty	CD(CD)	twenty
POprc559_35:15	billion	CD(CD)	billion
POprc559_35:16	cubic	JJ(JJ)	cubic
POprc559_35:17	meter	NN(NN)/NN(NNS)	meter
POprc559_35:18	a	IN(IN)	a
POprc559_35:19	year	NN(NN)	year
POprc559_35:20	starting	VVG(VVG)	start
POprc559_35:21	from	IN(IN)	from
POprc559_35:22	two	CD(CD)	two
POprc559_35:23	thousand	CD(CD)	thousand
POprc559_35:24	seven	CD(CD)	seven
POprc559_35:25	_2	PA(PA)	
POprc559_35:26	perhaps	RB(RB)	perhaps
POprc559_35:27	some	DT(DT)	some

POprc559_36:1	correct	JJ(JJ)	correct
POprc559_36:2	_0	PA(PA)	

POprc559_37:1	and	CC(CC)	and
POprc559_37:2	next	JJ(JJ)	next
POprc559_37:3	meeting	VVG(NN)	meet/meeting
POprc559_37:4	is	VBZ(VBZ)	be
POprc559_37:5	june	NP(NP)	june
POprc559_37:6	two	CD(CD)	two
POprc559_37:7	thousand	CD(CD)	thousand
POprc559_37:8	seven	CD(CD)	seven
POprc559_37:9	_0	PA(PA)	
POprc559_37:10	official	JJ(JJ)	official
POprc559_37:11	meeting	VVG(NN)	meet/meeting
POprc559_37:12	but	CC(CC)	but
POprc559_37:13	we	PP(PP)	we
POprc559_37:14	will	MD(MD)	will
POprc559_37:15	meet	VV(VV)	meet
POprc559_37:16	early	RB(RB)	early
POprc559_37:17	_0	PA(PA)	
POprc559_37:18	late	RB(RB)	late
POprc559_37:19	i-	XX(XX)	
POprc559_37:20	in	IN(IN)	in
POprc559_37:21	january	NP(NP)	january
POprc559_37:22	_0	PA(PA)	
POprc559_37:23	for	IN(IN)	for
POprc559_37:24	informal	JJ(JJ)	informal
POprc559_37:25	exchange	NN(NN)	exchange
POprc559_37:26	of	IN(IN)	of
POprc559_37:27	use	NN(NN)	use
POprc559_37:28	after	IN(IN)	after
POprc559_37:29	the	DT(DT)	the
POprc559_37:30	adoption	NN(NN)	adoption
POprc559_37:31	of	IN(IN)	of
POprc559_37:32	energy	NN(NN)	energy
POprc559_37:33	package	NN(NN)	package
POprc559_37:34	by	IN(IN)	by
POprc559_37:35	the	DT(DT)	the
POprc559_37:36	college	NN(NN)	college
POprc559_37:37	_5	PA(PA)	

POprc559_38:1	a_[S6]	NP(NP)	
POprc559_38:2	a_[S6/last]	NP(NP)	
POprc559_38:3	from	IN(IN)	from
POprc559_38:4	xxxx	UNI(UNI)	
POprc559_38:5	you	PP(PP)	you
POprc559_38:6	were	VBD(VBD)	be
POprc559_38:7	talking	VVG(VVG)	talk
POprc559_38:8	about	IN(IN)	about
POprc559_38:9	new	JJ(JJ)	new
POprc559_38:10	pipeline	NN(NN)	pipeline
POprc559_38:11	projects	NNS(NNS)	project
POprc559_38:12	_0	PA(PA)	
POprc559_38:13	not	RB(RB)	not
POprc559_38:14	this	DT(DT)	this
POprc559_38:15	english	JJ(JJ)	english
POprc559_38:16	er	UH(UH)	er
POprc559_38:17	to	IN(IN)	to
POprc559_38:18	to	IN(IN)	to
POprc559_38:19	england	NP(NP)	england
POprc559_38:20	but	CC(CC)	but
POprc559_38:21	but	CC(CC)	but
POprc559_38:22	er	UH(UH)	er
POprc559_38:23	_0	PA(PA)	
POprc559_38:24	projects	NNS(NNS)	project
POprc559_38:25	after	IN(IN)	after
POprc559_38:26	that	DT(DT)	that
POprc559_38:27	er	UH(UH)	er
POprc559_38:28	could	MD(MD)	can
POprc559_38:29	er	UH(UH)	er
POprc559_38:30	you	PP(PP)	you
POprc559_38:31	give	VV(VV)	give
POprc559_38:32	some	DT(DT)	some
POprc559_38:33	details	NNS(NNS)	detail
POprc559_38:34	_0	PA(PA)	

POprc559_39:1	whatever	DM(DM)	whatever
POprc559_39:2	_0	PA(PA)	

POprc559_40:1	no	RE(RE)	no
POprc559_40:2	_0	PA(PA)	
POprc559_40:3	erm	UH(UH)	erm
POprc559_40:4	_0	PA(PA)	
POprc559_40:5	that	DT(DT)	that
POprc559_40:6	's	VBS(VBS)	be
POprc559_40:7	that	DT(DT)	that
POprc559_40:8	's	VBS(VBS)	be
POprc559_40:9	not	RB(RB)	not
POprc559_40:10	er	UH(UH)	er
POprc559_40:11	decided	VVN(VVN)	decide
POprc559_40:12	the	DT(DT)	the
POprc559_40:13	new	JJ(JJ)	new
POprc559_40:14	pipelines	NNS(NNS)	pipeline
POprc559_40:15	that	PRE(PRE)	that
POprc559_40:16	will	MD(MD)	will
POprc559_40:17	come	VV(VV)	come
POprc559_40:18	on	IN(IN)	on
POprc559_40:19	stream	NN(NN)	stream
POprc559_40:20	are	VBP(VBP)	be
POprc559_40:21	these	DT(DT)	these
POprc559_40:22	to	IN(IN)	to
POprc559_40:23	to	IN(IN)	to
POprc559_40:24	er	UH(UH)	er
POprc559_40:25	to	IN(IN)	to
POprc559_40:26	gr-	XX(XX)	
POprc559_40:27	to	IN(IN)	to
POprc559_40:28	great	NP(NP)	great
POprc559_40:29	britain	NP(NP)	britain
POprc559_40:30	_0	PA(PA)	
POprc559_40:31	we	PP(PP)	we
POprc559_40:32	_0	PA(PA)	
POprc559_40:33	we	PP(PP)	we
POprc559_40:34	think	VVP(VVP)	think
POprc559_40:35	that	IN(IN)	that
POprc559_40:36	within	IN(IN)	within
POprc559_40:37	_0	PA(PA)	
POprc559_40:38	er	UH(UH)	er
POprc559_40:39	the	DT(DT)	the
POprc559_40:40	capacity	NN(NN)	capacity
POprc559_40:41	the	DT(DT)	the
POprc559_40:42	pipeline	NN(NN)	pipeline
POprc559_40:43	capacity	NN(NN)	capacity
POprc559_40:44	we	PP(PP)	we
POprc559_40:45	have	VHP(VHP)	have
POprc559_40:46	today	RB(RB)	today
POprc559_40:47	we	PP(PP)	we
POprc559_40:48	will	MD(MD)	will
POprc559_40:49	be	VB(VB)	be
POprc559_40:50	able	JJ(JJ)	able
POprc559_40:51	to	TO(TO)	to
POprc559_40:52	increase	VV(VV)	increase
POprc559_40:53	to	IN(IN)/TO(TO)	to
POprc559_40:54	er	UH(UH)	er
POprc559_40:55	_0	PA(PA)	
POprc559_40:56	an-	XX(XX)	
POprc559_40:57	and	CC(CC)	and
POprc559_40:58	the	DT(DT)	the
POprc559_40:59	new	JJ(JJ)	new
POprc559_40:60	er	UH(UH)	er
POprc559_40:61	pipeline	NN(NN)	pipeline
POprc559_40:62	capacity	NN(NN)	capacity
POprc559_40:63	xxx	UNI(UNI)	
POprc559_40:64	and	CC(CC)	and
POprc559_40:65	xxx	UNI(UNI)	
POprc559_40:66	to	TO(TO)	to
POprc559_40:67	get	VV(VV)	get
POprc559_40:68	at	IN(IN)	at
POprc559_40:69	xxx	UNI(UNI)	
POprc559_40:70	we	PP(PP)	we
POprc559_40:71	will	MD(MD)	will
POprc559_40:72	be	VB(VB)	be
POprc559_40:73	able	JJ(JJ)	able
POprc559_40:74	to	TO(TO)	to
POprc559_40:75	come	VV(VV)	come
POprc559_40:76	up	RB(RB)	up
POprc559_40:77	to	IN(IN)	to
POprc559_40:78	one	CD(CD)	one
POprc559_40:79	hundred	CD(CD)	hundred
POprc559_40:80	and	CC(CC)	and
POprc559_40:81	thirty	CD(CD)	thirty
POprc559_40:82	_0	PA(PA)	
POprc559_40:83	er	UH(UH)	er
POprc559_40:84	billion	CD(CD)	billion
POprc559_40:85	cubic	JJ(JJ)	cubic
POprc559_40:86	meters	NNS(NNS)	meter
POprc559_40:87	without	IN(IN)	without
POprc559_40:88	any	DT(DT)	any
POprc559_40:89	any	DT(DT)	any
POprc559_40:90	new	JJ(JJ)	new
POprc559_40:91	infrastructure	NN(NN)	infrastructure
POprc559_40:92	so	DM(DM)	so
POprc559_40:93	we	PP(PP)	we
POprc559_40:94	do	VVP(VVP)	do
POprc559_40:95	not	RB(RB)	not
POprc559_40:96	have	VH(VH)	have
POprc559_40:97	any	DT(DT)	any
POprc559_40:98	_0	PA(PA)	
POprc559_40:99	concrete	JJ(JJ)	concrete
POprc559_40:100	plans	NN(NN)	plans
POprc559_40:101	at	IN(IN)	at
POprc559_40:102	the	DT(DT)	the
POprc559_40:103	moment	NN(NN)	moment
POprc559_40:104	_2	PA(PA)	

POprc559_41:1	er	UH(UH)	er

POprc559_42:1	but	CC(CC)	but
POprc559_42:2	it	PP(PP)	it
POprc559_42:3	is	VBZ(VBZ)	be
POprc559_42:4	important	JJ(JJ)	important

POprc559_43:1	xxx	UNI(UNI)	
POprc559_43:2	development	NN(NN)	development
POprc559_43:3	for	RB(RB)	for
POprc559_43:4	example	RB(RB)	example
POprc559_43:5	in	IN(IN)	in
POprc559_43:6	barents	NP(NP)	barents
POprc559_43:7	sea	NP(NP)	sea
POprc559_43:8	in	IN(IN)	in
POprc559_43:9	the	DT(DT)	the
POprc559_43:10	_0	PA(PA)	
POprc559_43:11	longer	JJR(JJR)	long
POprc559_43:12	run	NN(NN)	run

POprc559_44:1	wha-	XX(XX)	

POprc559_45:1	hm	RE(RE)	hm

POprc559_46:1	mhm	RE(RE)	mhm

POprc559_47:1	that	IN(IN)	that
POprc559_47:2	theoretically	RB(RB)	theoretically
POprc559_47:3	you	PP(PP)	you
POprc559_47:4	have	VHP(VHP)	have
POprc559_47:5	_0	PA(PA)	
POprc559_47:6	have	VHP(VHP)	have
POprc559_47:7	a	DT(DT)	a
POprc559_47:8	chance	NN(NN)	chance
POprc559_47:9	and	CC(CC)	and
POprc559_47:10	we	PP(PP)	we
POprc559_47:11	will	MD(MD)	will
POprc559_47:12	i	PP(PP)	i
POprc559_47:13	would	MD(MD)	will
POprc559_47:14	at	RB(RB)	at
POprc559_47:15	least	RB(RB)	least
POprc559_47:16	x	UNI(UNI)	
POprc559_47:17	wish	VV(VV)	wish
POprc559_47:18	the	DT(DT)	the
POprc559_47:19	pipe	NN(NN)	pipe
POprc559_47:20	connecting	VVG(VVG)	connect
POprc559_47:21	_0	PA(PA)	
POprc559_47:22	barents	NP(NP)	barents
POprc559_47:23	sea	NP(NP)	sea
POprc559_47:24	to	IN(IN)	to
POprc559_47:25	the	DT(DT)	the
POprc559_47:26	norwegian	JJ(JJ)	norwegian
POprc559_47:27	pipeline	NN(NN)	pipeline
POprc559_47:28	system	NN(NN)	system
POprc559_47:29	to	TO(TO)	to
POprc559_47:30	supply	VV(VV)	supply
POprc559_47:31	european	JJ(JJ)	european
POprc559_47:32	markets	NNS(NNS)	market
POprc559_47:33	_2	PA(PA)	

POprc559_48:1	mister	NN(NN)	mister
POprc559_48:2	piebalgs	NP(NP)	piebalgs
POprc559_48:3	_0	PA(PA)	

POprc559_49:1	ah	UH(UH)	ah
POprc559_49:2	a	DT(DT)	a
POprc559_49:3	follow-up	NN(NN)	follow-up
POprc559_49:4	okay	RE(RE)	okay

POprc559_50:1	yes	RE(RE)	yes
POprc559_50:2	_1	PA(PA)	
POprc559_50:3	mister	NN(NN)	mister
POprc559_50:4	piebalgs	NP(NP)	piebalgs
POprc559_50:5	there	EX(EX)	there
POprc559_50:6	are	VBP(VBP)	be
POprc559_50:7	no	DT(DT)	no
POprc559_50:8	other	JJ(JJ)	other
POprc559_50:9	pipelines	NNS(NNS)	pipeline
POprc559_50:10	in	IN(IN)	in
POprc559_50:11	the	DT(DT)	the
POprc559_50:12	pipelines	NNS(NNS)	pipeline
POprc559_50:13	so	RB(RB)	so
POprc559_50:14	to	TO(TO)	to
POprc559_50:15	say	VV(VV)	say
POprc559_50:16	er	UH(UH)	er
POprc559_50:17	_0	PA(PA)	

POprc559_51:1	@@@@	LA(LA)	

POprc559_52:1	xxxx	UNI(UNI)	
POprc559_52:2	xxxxx	UNI(UNI)	
POprc559_52:3	_1	PA(PA)	

POprc559_53:1	no	RE(RE)	no
POprc559_53:2	_0	PA(PA)	

POprc559_54:1	xxxxxxxx	UNI(UNI)	
POprc559_54:2	_1	PA(PA)	

POprc559_55:1	is	VBZ(VBZ)	be
POprc559_55:2	there	EX(EX)	there
POprc559_55:3	_0	PA(PA)	
POprc559_55:4	no	DT(DT)	no
POprc559_55:5	other	JJ(JJ)	other
POprc559_55:6	pipelines	NNS(NNS)	pipeline
POprc559_55:7	in	IN(IN)	in
POprc559_55:8	the	DT(DT)	the
POprc559_55:9	pipelines	NNS(NNS)	pipeline
POprc559_55:10	so	RB(RB)	so
POprc559_55:11	to	TO(TO)	to
POprc559_55:12	say	VV(VV)	say
POprc559_55:13	_0	PA(PA)	
POprc559_55:14	after	IN(IN)	after
POprc559_55:15	er	UH(UH)	er
POprc559_55:16	xx	UNI(UNI)	
POprc559_55:17	_1	PA(PA)	

POprc559_56:1	no	RE(RE)	no
POprc559_56:2	that	DT(DT)	that
POprc559_56:3	's	VBS(VBS)	be
POprc559_56:4	_0	PA(PA)	
POprc559_56:5	n-	XX(XX)	
POprc559_56:6	n-	XX(XX)	
POprc559_56:7	not	RB(RB)	not
POprc559_56:8	not	RB(RB)	not
POprc559_56:9	decided	VVN(VVN)	decide
POprc559_56:10	not	RB(RB)	not
POprc559_56:11	er	UH(UH)	er
POprc559_56:12	in	IN(IN)	in
POprc559_56:13	the	DT(DT)	the
POprc559_56:14	pipeline	NN(NN)	pipeline
POprc559_56:15	_0	PA(PA)	
POprc559_56:16	er	UH(UH)	er
POprc559_56:17	but	CC(CC)	but
POprc559_56:18	what	WP(WP)	what
POprc559_56:19	_0	PA(PA)	
POprc559_56:20	will	MD(MD)	will
POprc559_56:21	come	VV(VV)	come
POprc559_56:22	_0	PA(PA)	
POprc559_56:23	er	UH(UH)	er
POprc559_56:24	is	VBZ(VBZ)	be
POprc559_56:25	er	UH(UH)	er
POprc559_56:26	_0	PA(PA)	
POprc559_56:27	well	DM(DM)	well
POprc559_56:28	_0	PA(PA)	
POprc559_56:29	i	PP(PP)	i
POprc559_56:30	will	MD(MD)	will
POprc559_56:31	not	RB(RB)	not
POprc559_56:32	speculate	VV(VV)	speculate
POprc559_56:33	in	IN(IN)	in
POprc559_56:34	it	PP(PP)	it
POprc559_56:35	today	RB(RB)	today
POprc559_56:36	but	CC(CC)	but
POprc559_56:37	_0	PA(PA)	
POprc559_56:38	as	IN(IN)	as
POprc559_56:39	the	DT(DT)	the
POprc559_56:40	commissioner	NN(NN)	commissioner
POprc559_56:41	says	VVZ(VVZ)	say
POprc559_56:42	_0	PA(PA)	
POprc559_56:43	er	UH(UH)	er
POprc559_56:44	norway	NP(NP)	norway
POprc559_56:45	is	VBZ(VBZ)	be
POprc559_56:46	_0	PA(PA)	
POprc559_56:47	a	DT(DT)	a
POprc559_56:48	reliable	JJ(JJ)	reliable
POprc559_56:49	and	CC(CC)	and
POprc559_56:50	a	DT(DT)	a
POprc559_56:51	big	JJ(JJ)	big
POprc559_56:52	supplier	NN(NN)	supplier
POprc559_56:53	of	IN(IN)	of
POprc559_56:54	gas	NN(NN)	gas
POprc559_56:55	to	IN(IN)	to
POprc559_56:56	europe	NP(NP)	europe
POprc559_56:57	_0	PA(PA)	
POprc559_56:58	we	PP(PP)	we
POprc559_56:59	are	VBP(VBP)	be
POprc559_56:60	intending	VVG(VVG)	intend
POprc559_56:61	to	TO(TO)	to
POprc559_56:62	be	VB(VB)	be
POprc559_56:63	so	RB(RB)	so
POprc559_56:64	for	IN(IN)	for
POprc559_56:65	many	JJ(JJ)	many
POprc559_56:66	many	JJ(JJ)	many
POprc559_56:67	er	UH(UH)	er
POprc559_56:68	years	NNS(NNS)	year
POprc559_56:69	our	PP$(PP$)	we
POprc559_56:70	production	NN(NN)	production
POprc559_56:71	will	MD(MD)	will
POprc559_56:72	_0	PA(PA)	
POprc559_56:73	have	VH(VH)	have
POprc559_56:74	increased	VVN(VVN)	increase
POprc559_56:75	tremendously	RB(RB)	tremendously
POprc559_56:76	from	IN(IN)	from
POprc559_56:77	about	IN(IN)	about
POprc559_56:78	approximately	RB(RB)	approximately
POprc559_56:79	fifty	CD(CD)	fifty
POprc559_56:80	billion	CD(CD)	billion
POprc559_56:81	cubic	JJ(JJ)	cubic
POprc559_56:82	meters	NNS(NNS)	meter
POprc559_56:83	five	CD(CD)	five
POprc559_56:84	years	NNS(NNS)	year
POprc559_56:85	ago	RB(RB)	ago
POprc559_56:86	to	IN(IN)	to
POprc559_56:87	_0	PA(PA)	
POprc559_56:88	to	IN(IN)	to
POprc559_56:89	er	UH(UH)	er
POprc559_56:90	_0	PA(PA)	
POprc559_56:91	p_mid-eighties	PVC(NNS)	
POprc559_56:92	now	RB(RB)	now
POprc559_56:93	and	CC(CC)	and
POprc559_56:94	up	RB(RB)	up
POprc559_56:95	to	IN(IN)	to
POprc559_56:96	one	CD(CD)	one
POprc559_56:97	hundred	CD(CD)	hundred
POprc559_56:98	and	CC(CC)	and
POprc559_56:99	thirty	CD(CD)	thirty
POprc559_56:100	within	IN(IN)	within
POprc559_56:101	some	DT(DT)	some
POprc559_56:102	few	JJ(JJ)	few
POprc559_56:103	years	NNS(NNS)	year
POprc559_56:104	thi-	XX(XX)	
POprc559_56:105	th-	XX(XX)	
POprc559_56:106	this	DT(DT)	this
POprc559_56:107	is	VBZ(VBZ)	be
POprc559_56:108	a-	XX(XX)	
POprc559_56:109	a	DT(DT)	a
POprc559_56:110	this	DT(DT)	this
POprc559_56:111	is	VBZ(VBZ)	be
POprc559_56:112	an	DT(DT)	a
POprc559_56:113	enormous	JJ(JJ)	enormous
POprc559_56:114	increase	NN(NN)	increase
POprc559_56:115	_0	PA(PA)	
POprc559_56:116	increase	NN(NN)	increase
POprc559_56:117	production	NN(NN)	production
POprc559_56:118	and	CC(CC)	and
POprc559_56:119	export	NN(NN)	export
POprc559_56:120	to	IN(IN)	to
POprc559_56:121	europe	NP(NP)	europe
POprc559_56:122	which	PRE(PRE)	which
POprc559_56:123	will	MD(MD)	will
POprc559_56:124	be	VB(VB)	be
POprc559_56:125	on	IN(IN)	on
POprc559_56:126	stream	NN(NN)	stream
POprc559_56:127	for	IN(IN)	for
POprc559_56:128	many	JJ(JJ)	many
POprc559_56:129	many	JJ(JJ)	many
POprc559_56:130	years	NNS(NNS)	year
POprc559_56:131	_0	PA(PA)	
POprc559_56:132	erm	UH(UH)	erm
POprc559_56:133	_0	PA(PA)	
POprc559_56:134	of	RB(RB)	of
POprc559_56:135	course	RB(RB)	course
POprc559_56:136	we	PP(PP)	we
POprc559_56:137	also	RB(RB)	also
POprc559_56:138	have	VHP(VHP)	have
POprc559_56:139	other	JJ(JJ)	other
POprc559_56:140	fields	NNS(NNS)	field
POprc559_56:141	_0	PA(PA)	
POprc559_56:142	and	CC(CC)	and
POprc559_56:143	their	PP$(PP$)	they
POprc559_56:144	development	NN(NN)	development
POprc559_56:145	and	CC(CC)	and
POprc559_56:146	er	UH(UH)	er
POprc559_56:147	a-	XX(XX)	
POprc559_56:148	also	RB(RB)	also
POprc559_56:149	in	IN(IN)	in
POprc559_56:150	the	DT(DT)	the
POprc559_56:151	in	IN(IN)	in
POprc559_56:152	the	DT(DT)	the
POprc559_56:153	in	IN(IN)	in
POprc559_56:154	the	DT(DT)	the
POprc559_56:155	norwegian	JJ(JJ)	norwegian
POprc559_56:156	sea	NN(NN)	sea
POprc559_56:157	_0	PA(PA)	
POprc559_56:158	er	UH(UH)	er
POprc559_56:159	but	CC(CC)	but
POprc559_56:160	er	UH(UH)	er
POprc559_56:161	the	DT(DT)	the
POprc559_56:162	need	NN(NN)	need
POprc559_56:163	for	IN(IN)	for
POprc559_56:164	new	JJ(JJ)	new
POprc559_56:165	pipelines	NNS(NNS)	pipeline
POprc559_56:166	from	IN(IN)	from
POprc559_56:167	_0	PA(PA)	
POprc559_56:168	for	RB(RB)	for
POprc559_56:169	instance	RB(RB)	instance
POprc559_56:170	the	DT(DT)	the
POprc559_56:171	barents	NP(NP)	barents
POprc559_56:172	sea	NP(NP)	sea
POprc559_56:173	as	IN(IN)	as
POprc559_56:174	the	DT(DT)	the
POprc559_56:175	commissioner	NN(NN)	commissioner
POprc559_56:176	mentioned	VVD(VVD)	mention
POprc559_56:177	and	CC(CC)	and
POprc559_56:178	from	IN(IN)	from
POprc559_56:179	the	DT(DT)	the
POprc559_56:180	norwegian	JJ(JJ)	norwegian
POprc559_56:181	sea	NN(NN)	sea
POprc559_56:182	_0	PA(PA)	
POprc559_56:183	is	VBZ(VBZ)	be
POprc559_56:184	more	RBR(RBR)	more
POprc559_56:185	_0	PA(PA)	
POprc559_56:186	more	JJR(JJR)	more
POprc559_56:187	in	IN(IN)	in
POprc559_56:188	in	IN(IN)	in
POprc559_56:189	in	IN(IN)	in
POprc559_56:190	a	DT(DT)	a
POprc559_56:191	lon-	XX(XX)	
POprc559_56:192	long-term	JJ(JJ)	long-term
POprc559_56:193	er	UH(UH)	er
POprc559_56:194	discussion	NN(NN)	discussion
POprc559_56:195	and	CC(CC)	and
POprc559_56:196	has	VHZ(VHZ)	have
POprc559_56:197	to	TO(TO)	to
POprc559_56:198	be	VB(VB)	be
POprc559_56:199	hh	BR(BR)	
POprc559_56:200	seen	VVN(VVN)	see
POprc559_56:201	together	RB(RB)	together
POprc559_56:202	with	IN(IN)	with
POprc559_56:203	the	DT(DT)	the
POprc559_56:204	capacity	NN(NN)	capacity
POprc559_56:205	on	IN(IN)	on
POprc559_56:206	the	DT(DT)	the
POprc559_56:207	existing	JJ(JJ)	existing
POprc559_56:208	pipeline	NN(NN)	pipeline
POprc559_56:209	system	NN(NN)	system
POprc559_56:210	so	DM(DM)	so
POprc559_56:211	that	DT(DT)	that
POprc559_56:212	's	VBS(VBS)	be
POprc559_56:213	_0	PA(PA)	
POprc559_56:214	that	DT(DT)	that
POprc559_56:215	's	VBS(VBS)	be
POprc559_56:216	er	UH(UH)	er
POprc559_56:217	a	DT(DT)	a
POprc559_56:218	a	DT(DT)	a
POprc559_56:219	big	JJ(JJ)	big
POprc559_56:220	discussion	NN(NN)	discussion
POprc559_56:221	er	UH(UH)	er
POprc559_56:222	_0	PA(PA)	
POprc559_56:223	but	CC(CC)	but
POprc559_56:224	the	DT(DT)	the
POprc559_56:225	main	JJ(JJ)	main
POprc559_56:226	thing	NN(NN)	thing
POprc559_56:227	here	RB(RB)	here
POprc559_56:228	is	VBZ(VBZ)	be
POprc559_56:229	er	UH(UH)	er
POprc559_56:230	er	UH(UH)	er
POprc559_56:231	the	DT(DT)	the
POprc559_56:232	main	JJ(JJ)	main
POprc559_56:233	thing	NN(NN)	thing
POprc559_56:234	and	CC(CC)	and
POprc559_56:235	the	DT(DT)	the
POprc559_56:236	main	JJ(JJ)	main
POprc559_56:237	focus	NN(NN)	focus
POprc559_56:238	is	VBZ(VBZ)	be
POprc559_56:239	_0	PA(PA)	
POprc559_56:240	norway	NP(NP)	norway
POprc559_56:241	will	MD(MD)	will
POprc559_56:242	be	VB(VB)	be
POprc559_56:243	a	DT(DT)	a
POprc559_56:244	big	JJ(JJ)	big
POprc559_56:245	and	CC(CC)	and
POprc559_56:246	reliable	JJ(JJ)	reliable
POprc559_56:247	suppli-	XX(XX)	
POprc559_56:248	er	UH(UH)	er
POprc559_56:249	reliable	JJ(JJ)	reliable
POprc559_56:250	supplier	NN(NN)	supplier
POprc559_56:251	to	TO(TO)	to
POprc559_56:252	_0	PA(PA)	
POprc559_56:253	to	TO(TO)	to
POprc559_56:254	er	UH(UH)	er
POprc559_56:255	the	DT(DT)	the
