POprc522_1:1	okay	RE(RE)	okay
POprc522_17:8	be	VB(VB)	be
POprc522_17:9	er	UH(UH)	er
POprc522_17:10	_0	PA(PA)	
POprc522_17:11	closely	RB(RB)	closely
POprc522_17:12	informing	VVG(VVG)	inform
POprc522_17:13	the	DT(DT)	the
POprc522_17:14	s_us	NP(NP)	s_us
POprc522_17:15	er	UH(UH)	er
POprc522_17:16	about	IN(IN)	about
POprc522_17:17	er	UH(UH)	er
POprc522_17:18	our	PP$(PP$)	we
POprc522_17:19	decisions	NNS(NNS)	decision
POprc522_17:20	_0	PA(PA)	
POprc522_17:21	but	CC(CC)	but
POprc522_17:22	imme-	XX(XX)	
POprc522_17:23	immediately	RB(RB)	immediately
POprc522_17:24	er	UH(UH)	er
POprc522_17:25	_0	PA(PA)	
POprc522_17:26	this	DT(DT)	this
POprc522_17:27	er	UH(UH)	er
POprc522_17:28	discussions	NNS(NNS)	discussion
POprc522_17:29	on	IN(IN)	on
POprc522_17:30	on	IN(IN)	on
POprc522_17:31	the	DT(DT)	the
POprc522_17:32	_0	PA(PA)	
POprc522_17:33	er	UH(UH)	er
POprc522_17:34	er	UH(UH)	er
POprc522_17:35	security	NN(NN)	security
POprc522_17:36	council	NN(NN)	council
POprc522_17:37	resolution	NN(NN)	resolution
POprc522_17:38	_0	PA(PA)	
POprc522_17:39	will	MD(MD)	will
POprc522_17:40	continue	VV(VV)	continue
POprc522_17:41	in	IN(IN)	in
POprc522_17:42	new	NP(NP)	new
POprc522_17:43	york	NP(NP)	york
POprc522_17:44	with	IN(IN)	with
POprc522_17:45	all	DT(DT)	all
POprc522_17:46	_0	PA(PA)	
POprc522_17:47	er	UH(UH)	er
POprc522_17:48	the	DT(DT)	the
POprc522_17:49	members	NNS(NNS)	member
POprc522_17:50	of	IN(IN)	of
POprc522_17:51	the	DT(DT)	the
POprc522_17:52	council	NN(NN)	council
POprc522_17:53	_0	PA(PA)	
POprc522_17:54	and	CC(CC)	and
POprc522_17:55	in	IN(IN)	in
POprc522_17:56	particular	JJ(JJ)	particular
POprc522_17:57	with	IN(IN)	with
POprc522_17:58	the	DT(DT)	the
POprc522_17:59	central	JJ(JJ)	central
POprc522_17:60	hh	BR(BR)	
POprc522_17:61	members	NNS(NNS)	member
POprc522_17:62	er	UH(UH)	er
POprc522_17:63	the	DT(DT)	the
POprc522_17:64	the	DT(DT)	the
POprc522_17:65	permanent	JJ(JJ)	permanent
POprc522_17:66	members	NNS(NNS)	member
POprc522_17:67	hh	BR(BR)	
POprc522_17:68	er	UH(UH)	er
POprc522_17:69	but	CC(CC)	but
POprc522_17:70	i	PP(PP)	i
POprc522_17:71	believe	VVP(VVP)	believe
POprc522_17:72	that	IN(IN)	that
POprc522_17:73	this	DT(DT)	this
POprc522_17:74	will	MD(MD)	will
POprc522_17:75	be	VB(VB)	be
POprc522_17:76	actually	RB(RB)	actually
POprc522_17:77	_0	PA(PA)	
POprc522_17:78	helpful	JJ(JJ)	helpful
POprc522_17:79	for	IN(IN)	for
POprc522_17:80	the	DT(DT)	the
POprc522_17:81	s_us	NP(NP)	s_us
POprc522_17:82	because	IN(IN)	because
POprc522_17:83	they	PP(PP)	they
POprc522_17:84	know	VVP(VVP)	know
POprc522_17:85	there	EX(EX)	there
POprc522_17:86	is	VBZ(VBZ)	be
POprc522_17:87	a	DT(DT)	a
POprc522_17:88	clear	JJ(JJ)	clear
POprc522_17:89	single	JJ(JJ)	single
POprc522_17:90	european	JJ(JJ)	european
POprc522_17:91	position	NN(NN)	position
POprc522_17:92	_4	PA(PA)	

POprc522_18:1	a_[S8]	NP(NP)	
POprc522_18:2	a_[S8/last]	NP(NP)	
POprc522_18:3	a_[org3]	NP(NP)	
POprc522_18:4	_0	PA(PA)	
POprc522_18:5	i	PP(PP)	i
POprc522_18:6	wan	VVP(VVP)	want
POprc522_18:7	na	TO(TO)	to
POprc522_18:8	come	VV(VV)	come
POprc522_18:9	back	RB(RB)	back
POprc522_18:10	to	IN(IN)	to
POprc522_18:11	the	DT(DT)	the
POprc522_18:12	colleague	NN(NN)	colleague
POprc522_18:13	's	POS(POS)	's
POprc522_18:14	question	NN(NN)	question
POprc522_18:15	about	IN(IN)	about
POprc522_18:16	the	DT(DT)	the
POprc522_18:17	difference	NN(NN)	difference
POprc522_18:18	between	IN(IN)	between
POprc522_18:19	the	DT(DT)	the
POprc522_18:20	cessation	NN(NN)	cessation
POprc522_18:21	of	IN(IN)	of
POprc522_18:22	hostilities	NNS(NNS)	hostility
POprc522_18:23	and	CC(CC)	and
POprc522_18:24	a	DT(DT)	a
POprc522_18:25	ceasefire	NN(NN)	ceasefire
POprc522_18:26	and	CC(CC)	and
POprc522_18:27	_0	PA(PA)	
POprc522_18:28	and	CC(CC)	and
POprc522_18:29	i	PP(PP)	i
POprc522_18:30	'm	VBP(VBP)	be
POprc522_18:31	sorry	JJ(JJ)	sorry
POprc522_18:32	to	TO(TO)	to
POprc522_18:33	do	VV(VV)	do
POprc522_18:34	that	DT(DT)	that
POprc522_18:35	i	PP(PP)	i
POprc522_18:36	know	VVP(VVP)	know
POprc522_18:37	it	PP(PP)	it
POprc522_18:38	's	VBS(VBS)	be
POprc522_18:39	probably	RB(RB)	probably
POprc522_18:40	really	RB(RB)	really
POprc522_18:41	embarrassing	JJ(JJ)	embarrassing
POprc522_18:42	_0	PA(PA)	
POprc522_18:43	hh	BR(BR)	
POprc522_18:44	er	UH(UH)	er
POprc522_18:45	not	RB(RB)	not
POprc522_18:46	being	VBG(VBG)	be
POprc522_18:47	able	JJ(JJ)	able
POprc522_18:48	to	TO(TO)	to
POprc522_18:49	_0	PA(PA)	
POprc522_18:50	call	VV(VV)	call
POprc522_18:51	for	IN(IN)	for
POprc522_18:52	a	DT(DT)	a
POprc522_18:53	ceasefire	NN(NN)	ceasefire
POprc522_18:54	when	WRB(WRB)	when
POprc522_18:55	what	WP(WP)	what
POprc522_18:56	you	PP(PP)	you
POprc522_18:57	want	VVP(VVP)	want
POprc522_18:58	is	VBZ(VBZ)	be
POprc522_18:59	someone	NN(NN)	someone
POprc522_18:60	to	TO(TO)	to
POprc522_18:61	_0	PA(PA)	
POprc522_18:62	to	TO(TO)	to
POprc522_18:63	cease	VV(VV)	cease
POprc522_18:64	firing	VVG(VVG)	fire
POprc522_18:65	hh	BR(BR)	
POprc522_18:66	but	CC(CC)	but
POprc522_18:67	_0	PA(PA)	
POprc522_18:68	given	VVN(VVN)	give
POprc522_18:69	the	DT(DT)	the
POprc522_18:70	events	NNS(NNS)	event
POprc522_18:71	in	IN(IN)	in
POprc522_18:72	rome	NP(NP)	rome
POprc522_18:73	last	JJ(JJ)	last
POprc522_18:74	week	NN(NN)	week
POprc522_18:75	where	WRB(WRB)	where
POprc522_18:76	israel	NP(NP)	israel
POprc522_18:77	er	UH(UH)	er
POprc522_18:78	hh	BR(BR)	
POprc522_18:79	took	VVD(VVD)	take
POprc522_18:80	it	PP(PP)	it
POprc522_18:81	as	IN(IN)	as
POprc522_18:82	a	DT(DT)	a
POprc522_18:83	green	NN(NN)	green
POprc522_18:84	light	NN(NN)	light
POprc522_18:85	_0	PA(PA)	
POprc522_18:86	er	UH(UH)	er
POprc522_18:87	the	DT(DT)	the
POprc522_18:88	failure	NN(NN)	failure
POprc522_18:89	_0	PA(PA)	
POprc522_18:90	to	TO(TO)	to
POprc522_18:91	come	VV(VV)	come
POprc522_18:92	up	RP(RP)	up
POprc522_18:93	with	IN(IN)	with
POprc522_18:94	a	DT(DT)	a
POprc522_18:95	ceasefire	NN(NN)	ceasefire
POprc522_18:96	an-	XX(XX)	
POprc522_18:97	a-	XX(XX)	
POprc522_18:98	_0	PA(PA)	
POprc522_18:99	are	VBP(VBP)	be
POprc522_18:100	n't	RB(RB)	not
POprc522_18:101	you	PP(PP)	you
POprc522_18:102	afraid	JJ(JJ)	afraid
POprc522_18:103	that	IN(IN)	that
POprc522_18:104	the	DT(DT)	the
POprc522_18:105	same	JJ(JJ)	same
POprc522_18:106	thing	NN(NN)	thing
POprc522_18:107	might	MD(MD)	may
POprc522_18:108	happen	VV(VV)	happen
POprc522_18:109	again	RB(RB)	again
POprc522_18:110	today	RB(RB)	today
POprc522_18:111	_0	PA(PA)	

POprc522_19:1	no	RE(RE)	no
POprc522_19:2	_0	PA(PA)	
POprc522_19:3	not	RB(RB)	not
POprc522_19:4	at	RB(RB)	at
POprc522_19:5	all	RB(RB)	all
POprc522_19:6	and	CC(CC)	and
POprc522_19:7	anyway	RB(RB)	anyway
POprc522_19:8	i	PP(PP)	i
POprc522_19:9	was	VBD(VBD)	be
POprc522_19:10	in	IN(IN)	in
POprc522_19:11	israel	NP(NP)	israel
POprc522_19:12	the	DT(DT)	the
POprc522_19:13	next	JJ(JJ)	next
POprc522_19:14	day	NN(NN)	day
POprc522_19:15	from	IN(IN)	from
POprc522_19:16	er	UH(UH)	er
POprc522_19:17	_0	PA(PA)	
POprc522_19:18	co-	XX(XX)	
POprc522_19:19	coming	VVG(VVG)	come
POprc522_19:20	from	IN(IN)	from
POprc522_19:21	rome	NP(NP)	rome
POprc522_19:22	hh	BR(BR)	
POprc522_19:23	er	UH(UH)	er
POprc522_19:24	and	CC(CC)	and
POprc522_19:25	er	UH(UH)	er
POprc522_19:26	er	UH(UH)	er
POprc522_19:27	made	VVN(VVN)	make
POprc522_19:28	it	PP(PP)	it
POprc522_19:29	very	RB(RB)	very
POprc522_19:30	clear	JJ(JJ)	clear
POprc522_19:31	that	IN(IN)	that
POprc522_19:32	this	DT(DT)	this
POprc522_19:33	was	VBD(VBD)	be
POprc522_19:34	a	DT(DT)	a
POprc522_19:35	misinterpretation	NN(NN)	misinterpretation
POprc522_19:36	of	IN(IN)	of
POprc522_19:37	a	DT(DT)	a
POprc522_19:38	single	JJ(JJ)	single
POprc522_19:39	_0	PA(PA)	
POprc522_19:40	minister	NN(NN)	minister
POprc522_19:41	hh	BR(BR)	
POprc522_19:42	in	IN(IN)	in
POprc522_19:43	the	DT(DT)	the
POprc522_19:44	israeli	JJ(JJ)	israeli
POprc522_19:45	cabinet	NN(NN)	cabinet
POprc522_19:46	and	CC(CC)	and
POprc522_19:47	the	DT(DT)	the
POprc522_19:48	prime	NN(NN)	prime
POprc522_19:49	minister	NN(NN)	minister
POprc522_19:50	said	VVD(VVD)	say
POprc522_19:51	clearly	RB(RB)	clearly
POprc522_19:52	that	IN(IN)	that
POprc522_19:53	no	RE(RE)	no
POprc522_19:54	this	DT(DT)	this
POprc522_19:55	was	VBD(VBD)	be
POprc522_19:56	not	RB(RB)	not
POprc522_19:57	the	DT(DT)	the
POprc522_19:58	government	NN(NN)	government
POprc522_19:59	's	POS(POS)	's
POprc522_19:60	er	UH(UH)	er
POprc522_19:61	or	CC(CC)	or
POprc522_19:62	his	PP$(PP$)	he
POprc522_19:63	hh	BR(BR)	
POprc522_19:64	interpretation	NN(NN)	interpretation
POprc522_19:65	_0	PA(PA)	
POprc522_19:66	hh	BR(BR)	
POprc522_19:67	and	CC(CC)	and
POprc522_19:68	i	PP(PP)	i
POprc522_19:69	'm	VBP(VBP)	be
POprc522_19:70	sure	JJ(JJ)	sure
POprc522_19:71	that	IN(IN)	that
POprc522_19:72	there	EX(EX)	there
POprc522_19:73	can	MD(MD)	can
POprc522_19:74	be	VB(VB)	be
POprc522_19:75	no	DT(DT)	no
POprc522_19:76	misinterpretations	NNS(NNS)	misinterpretation
POprc522_19:77	after	IN(IN)	after
POprc522_19:78	this	DT(DT)	this
POprc522_19:79	hh	BR(BR)	
POprc522_19:80	er	UH(UH)	er
POprc522_19:81	and	CC(CC)	and
POprc522_19:82	i	PP(PP)	i
POprc522_19:83	do	VVP(VVP)	do
POprc522_19:84	n't	RB(RB)	not
POprc522_19:85	find	VV(VV)	find
POprc522_19:86	it	PP(PP)	it
POprc522_19:87	embarrassing	JJ(JJ)	embarrassing
POprc522_19:88	at	RB(RB)	at
POprc522_19:89	all	RB(RB)	all
POprc522_19:90	_0	PA(PA)	
POprc522_19:91	er	UH(UH)	er
POprc522_19:92	to	TO(TO)	to
POprc522_19:93	talk	VV(VV)	talk
POprc522_19:94	about	IN(IN)	about
POprc522_19:95	the	DT(DT)	the
POprc522_19:96	cessation	NN(NN)	cessation
POprc522_19:97	of	IN(IN)	of
POprc522_19:98	hostilities	NNS(NNS)	hostility
POprc522_19:99	_0	PA(PA)	
POprc522_19:100	and	CC(CC)	and
POprc522_19:101	ceasefire	NN(NN)	ceasefire
POprc522_19:102	in	IN(IN)	in
POprc522_19:103	the	DT(DT)	the
POprc522_19:104	in	IN(IN)	in
POprc522_19:105	the	DT(DT)	the
POprc522_19:106	in	IN(IN)	in
POprc522_19:107	the	DT(DT)	the
POprc522_19:108	same	JJ(JJ)	same
POprc522_19:109	sentence	NN(NN)	sentence
POprc522_19:110	_1	PA(PA)	
POprc522_19:111	because	IN(IN)	because
POprc522_19:112	the	DT(DT)	the
POprc522_19:113	as	IN(IN)	as
POprc522_19:114	i	PP(PP)	i
POprc522_19:115	said	VVD(VVD)	say
POprc522_19:116	_1	PA(PA)	
POprc522_19:117	the	DT(DT)	the
POprc522_19:118	most	RBS(RBS)	most
POprc522_19:119	important	JJ(JJ)	important
POprc522_19:120	thing	NN(NN)	thing
POprc522_19:121	is	VBZ(VBZ)	be
POprc522_19:122	that	IN(IN)	that
POprc522_19:123	_0	PA(PA)	
POprc522_19:124	no	DT(DT)	no
POprc522_19:125	weapons	NNS(NNS)	weapon
POprc522_19:126	will	MD(MD)	will
POprc522_19:127	be	VB(VB)	be
POprc522_19:128	fired	VVN(VVN)	fire
POprc522_19:129	_0	PA(PA)	
POprc522_19:130	no	DT(DT)	no
POprc522_19:131	people	NNS(NNS)	people
POprc522_19:132	will	MD(MD)	will
POprc522_19:133	be	VB(VB)	be
POprc522_19:134	under	IN(IN)	under
POprc522_19:135	fire	NN(NN)	fire
POprc522_19:136	_0	PA(PA)	
POprc522_19:137	this	DT(DT)	this
POprc522_19:138	is	VBZ(VBZ)	be
POprc522_19:139	the	DT(DT)	the
POprc522_19:140	most	RBS(RBS)	most
POprc522_19:141	important	JJ(JJ)	important
POprc522_19:142	thing	NN(NN)	thing
POprc522_19:143	_4	PA(PA)	

POprc522_20:1	a_[org3]	NP(NP)	
POprc522_20:2	_2	PA(PA)	
POprc522_20:3	yah	RE(RE)	yah
POprc522_20:4	_1	PA(PA)	

POprc522_21:1	can	MD(MD)	can
POprc522_21:2	you	PP(PP)	you
POprc522_21:3	_0	PA(PA)	
POprc522_21:4	do	VVP(VVP)	do
POprc522_21:5	you	PP(PP)	you
POprc522_21:6	want	VV(VV)	want
POprc522_21:7	to	TO(TO)	to
POprc522_21:8	say	VV(VV)	say
POprc522_21:9	something	NN(NN)	something

POprc522_22:1	f_oui	FW(FW)	

POprc522_23:1	lady	NN(NN)	lady
POprc522_23:2	back	RB(RB)	back
POprc522_23:3	there	RB(RB)	there
POprc522_23:4	and	CC(CC)	and
POprc522_23:5	then	RB(RB)	then
POprc522_23:6	_0	PA(PA)	
POprc522_23:7	gentleman	NN(NN)	gentleman
POprc522_23:8	in	IN(IN)	in
POprc522_23:9	the	DT(DT)	the
POprc522_23:10	middle	NN(NN)	middle
POprc522_23:11	_1	PA(PA)	

POprc522_24:1	when	WRB(WRB)	when
POprc522_24:2	we	PP(PP)	we
POprc522_24:3	er	UH(UH)	er
POprc522_24:4	state	VVP(VVP)	state
POprc522_24:5	that	IN(IN)	that
POprc522_24:6	er	UH(UH)	er
POprc522_24:7	we	PP(PP)	we
POprc522_24:8	have	VHP(VHP)	have
POprc522_24:9	asked	VVN(VVN)	ask
POprc522_24:10	the	DT(DT)	the
POprc522_24:11	high	JJ(JJ)	high
POprc522_24:12	representative	NN(NN)	representative
POprc522_24:13	_0	PA(PA)	
POprc522_24:14	to	TO(TO)	to
POprc522_24:15	remain	VV(VV)	remain
POprc522_24:16	engaged	JJ(JJ)	engaged
POprc522_24:17	and	CC(CC)	and
POprc522_24:18	in	IN(IN)	in
POprc522_24:19	contact	NN(NN)	contact
POprc522_24:20	with	IN(IN)	with
POprc522_24:21	all	DT(DT)	all
POprc522_24:22	_0	PA(PA)	
POprc522_24:23	relevant	JJ(JJ)	relevant
POprc522_24:24	er	UH(UH)	er
POprc522_24:25	all	PDT(PDT)	all
POprc522_24:26	the	DT(DT)	the
POprc522_24:27	relevant	JJ(JJ)	relevant
POprc522_24:28	parties	NNS(NNS)	party
POprc522_24:29	_1	PA(PA)	
POprc522_24:30	er	UH(UH)	er
POprc522_24:31	that	DT(DT)	that
POprc522_24:32	obviously	RB(RB)	obviously
POprc522_24:33	means	VVZ(VVZ)	mean
POprc522_24:34	er	UH(UH)	er
POprc522_24:35	all	PDT(PDT)	all
POprc522_24:36	the	DT(DT)	the
POprc522_24:37	states	NNS(NNS)	state
POprc522_24:38	in	IN(IN)	in
POprc522_24:39	the	DT(DT)	the
POprc522_24:40	region	NN(NN)	region
POprc522_24:41	_0	PA(PA)	
POprc522_24:42	they	PP(PP)	they
POprc522_24:43	are	VBP(VBP)	be
POprc522_24:44	relevant	JJ(JJ)	relevant
POprc522_24:45	parties	NNS(NNS)	party
POprc522_24:46	_2	PA(PA)	

POprc522_25:1	we	PP(PP)	we
POprc522_25:2	still	RB(RB)	still
POprc522_25:3	have	VHP(VHP)	have
POprc522_25:4	time	NN(NN)	time
POprc522_25:5	for	IN(IN)	for
POprc522_25:6	_0	PA(PA)	
POprc522_25:7	two	CD(CD)	two
POprc522_25:8	questions	NNS(NNS)	question
POprc522_25:9	_1	PA(PA)	
POprc522_25:10	gentleman	NN(NN)	gentleman
POprc522_25:11	_1	PA(PA)	
POprc522_25:12	in	IN(IN)	in
POprc522_25:13	the	DT(DT)	the
POprc522_25:14	middle	NN(NN)	middle
POprc522_25:15	there	RB(RB)	there
POprc522_25:16	_0	PA(PA)	

POprc522_26:1	hello	FI(FI)	hello
POprc522_26:2	_0	PA(PA)	
POprc522_26:3	a_[S9]	NP(NP)	
POprc522_26:4	a_[S9/last]	NP(NP)	
POprc522_26:5	from	IN(IN)	from
POprc522_26:6	mexican	JJ(JJ)	mexican
POprc522_26:7	agency	NN(NN)	agency
POprc522_26:8	a_[org4]	NP(NP)	
POprc522_26:9	_0	PA(PA)	
POprc522_26:10	i	PP(PP)	i
POprc522_26:11	would	MD(MD)	will
POprc522_26:12	like	VV(VV)	like
POprc522_26:13	to	TO(TO)	to
POprc522_26:14	know	VV(VV)	know
POprc522_26:15	if	IN(IN)	if
POprc522_26:16	the	DT(DT)	the
POprc522_26:17	pregons-	XX(XX)	
POprc522_26:18	_0	PA(PA)	
POprc522_26:19	er	UH(UH)	er
POprc522_26:20	presidency	NN(NN)	presidency
POprc522_26:21	or	CC(CC)	or
POprc522_26:22	the	DT(DT)	the
POprc522_26:23	council	NN(NN)	council
POprc522_26:24	has	VHZ(VHZ)	have
POprc522_26:25	any	DT(DT)	any
POprc522_26:26	declaration	NN(NN)	declaration
POprc522_26:27	or	CC(CC)	or
POprc522_26:28	if	IN(IN)	if
POprc522_26:29	you	PP(PP)	you
POprc522_26:30	have	VHP(VHP)	have
POprc522_26:31	talk	V(VVN)	talk
POprc522_26:32	about	IN(IN)	about
POprc522_26:33	the	DT(DT)	the
POprc522_26:34	situation	NN(NN)	situation
POprc522_26:35	in	IN(IN)	in
POprc522_26:36	cuba	NP(NP)	cuba
POprc522_26:37	_0	PA(PA)	
POprc522_26:38	how	WRB(WRB)	how
POprc522_26:39	about	IN(IN)	about
POprc522_26:40	fidel	NP(NP)	fidel
POprc522_26:41	castro	NP(NP)	castro
POprc522_26:42	and	CC(CC)	and
POprc522_26:43	his	PP$(PP$)	he
POprc522_26:44	health-	XX(XX)	
POprc522_26:45	healthy	JJ(JJ)	healthy
POprc522_26:46	situation	NN(NN)	situation
POprc522_26:47	_3	PA(PA)	

POprc522_27:1	we	PP(PP)	we
POprc522_27:2	have	VHP(VHP)	have
POprc522_27:3	er	UH(UH)	er
POprc522_27:4	not	RB(RB)	not
POprc522_27:5	today	RB(RB)	today
POprc522_27:6	_0	PA(PA)	
POprc522_27:7	and	CC(CC)	and
POprc522_27:8	not	RB(RB)	not
POprc522_27:9	in	IN(IN)	in
POprc522_27:10	recent	JJ(JJ)	recent
POprc522_27:11	council	NN(NN)	council
POprc522_27:12	meetings	NNS(NNS)	meeting
POprc522_27:13	but	CC(CC)	but
POprc522_27:14	we	PP(PP)	we
POprc522_27:15	have	VHP(VHP)	have
POprc522_27:16	of	RB(RB)	of
POprc522_27:17	course	RB(RB)	course
POprc522_27:18	er	UH(UH)	er
POprc522_27:19	_0	PA(PA)	
POprc522_27:20	er	UH(UH)	er
POprc522_27:21	discussed	VVN(VVN)	discuss
POprc522_27:22	and	CC(CC)	and
POprc522_27:23	er	UH(UH)	er
POprc522_27:24	er	UH(UH)	er
POprc522_27:25	adopted	VVN(VVN)	adopt
POprc522_27:26	conclusions	NNS(NNS)	conclusion
POprc522_27:27	on	IN(IN)	on
POprc522_27:28	the	DT(DT)	the
POprc522_27:29	human	JJ(JJ)	human
POprc522_27:30	rights	NNS(NNS)	right
POprc522_27:31	situation	NN(NN)	situation
POprc522_27:32	in	IN(IN)	in
POprc522_27:33	cuba	NP(NP)	cuba
POprc522_27:34	hh	BR(BR)	
POprc522_27:35	_0	PA(PA)	
POprc522_27:36	but	CC(CC)	but
POprc522_27:37	er	UH(UH)	er
POprc522_27:38	this	DT(DT)	this
POprc522_27:39	is	VBZ(VBZ)	be
POprc522_27:40	not	RB(RB)	not
POprc522_27:41	was	VBD(VBD)	be
POprc522_27:42	not	RB(RB)	not
POprc522_27:43	on	IN(IN)	on
POprc522_27:44	today	RB(RB)	today
POprc522_27:45	's	POS(POS)	's
POprc522_27:46	list	NN(NN)	list

POprc522_28:1	okay	RE(RE)	okay
POprc522_28:2	then	RB(RB)	then
POprc522_28:3	_0	PA(PA)	
POprc522_28:4	last	JJ(JJ)	last
POprc522_28:5	question	NN(NN)	question
POprc522_28:6	_0	PA(PA)	
POprc522_28:7	a_[S10]	NP(NP)	
POprc522_28:8	a_[S10/last]	NP(NP)	
POprc522_28:9	_5	PA(PA)	

POprc522_29:1	yeah	RE(RE)	yeah
POprc522_29:2	xx	UNI(UNI)	
POprc522_29:3	xx	UNI(UNI)	
POprc522_29:4	xx	UNI(UNI)	
POprc522_29:5	finland	NP(NP)	finland
POprc522_29:6	_0	PA(PA)	
POprc522_29:7	regardless	IN(IN)	regardless
POprc522_29:8	of	IN(IN)	of
POprc522_29:9	the	DT(DT)	the
POprc522_29:10	wordings	NNS(NNS)	wording
POprc522_29:11	of	IN(IN)	of
POprc522_29:12	the	DT(DT)	the
POprc522_29:13	conclusions	NNS(NNS)	conclusion
POprc522_29:14	of	IN(IN)	of
POprc522_29:15	today	RB(RB)	today
POprc522_29:16	er	UH(UH)	er
POprc522_29:17	what	WP(WP)	what
POprc522_29:18	is	VBZ(VBZ)	be
POprc522_29:19	the	DT(DT)	the
POprc522_29:20	presidency	NN(NN)	presidency
POprc522_29:21	on	IN(IN)	on
POprc522_29:22	the	DT(DT)	the
POprc522_29:23	of-	XX(XX)	
POprc522_29:24	_0	PA(PA)	
POprc522_29:25	or	CC(CC)	or
POprc522_29:26	i	PP(DM)	i
POprc522_29:27	mean	VVP(DM)	mean
POprc522_29:28	the	DT(DT)	the
POprc522_29:29	european	NP(NP)	european
POprc522_29:30	union	NP(NP)	union
POprc522_29:31	going	VVG(VVG)	go
POprc522_29:32	to	TO(TO)	to
POprc522_29:33	do	VV(VV)	do
POprc522_29:34	in	IN(IN)	in
POprc522_29:35	the	DT(DT)	the
POprc522_29:36	near	JJ(JJ)	near
POprc522_29:37	future	NN(NN)	future
POprc522_29:38	_0	PA(PA)	
POprc522_29:39	about	IN(IN)	about
POprc522_29:40	the	DT(DT)	the
POprc522_29:41	lebanon	NP(NP)	lebanon
POprc522_29:42	crisis	NN(NN)	crisis
POprc522_29:43	in	IN(IN)	in
POprc522_29:44	concrete	JJ(JJ)	concrete
POprc522_29:45	terms	NNS(NNS)	term
POprc522_29:46	_0	PA(PA)	
POprc522_29:47	are	VBP(VBP)	be
POprc522_29:48	we	PP(PP)	we
POprc522_29:49	are	VBP(VBP)	be
POprc522_29:50	you	PP(PP)	you
POprc522_29:51	just	RB(RB)	just
POprc522_29:52	waiting	VVG(VVG)	wait
POprc522_29:53	for	IN(IN)	for
POprc522_29:54	what	WP(WP)	what
POprc522_29:55	's	VBS(VBS)	be
POprc522_29:56	going	VVG(VVG)	go
POprc522_29:57	to	TO(TO)	to
POprc522_29:58	happen	VV(VV)	happen
POprc522_29:59	in	IN(IN)	in
POprc522_29:60	new	NP(NP)	new
POprc522_29:61	york	NP(NP)	york
POprc522_29:62	or	CC(CC)	or
POprc522_29:63	_1	PA(PA)	
POprc522_29:64	what	WP(WP)	what
POprc522_29:65	's	VBS(VBS)	be
POprc522_29:66	going	VVG(VVG)	go
POprc522_29:67	to	TO(TO)	to
POprc522_29:68	happen	VV(VV)	happen
POprc522_29:69	_1	PA(PA)	

POprc522_30:1	the	DT(DT)	the
POprc522_30:2	five	CD(CD)	five
POprc522_30:3	member	NNS(NNS)	member
POprc522_30:4	states	NNS(NNS)	state
POprc522_30:5	er	UH(UH)	er
POprc522_30:6	er	UH(UH)	er
POprc522_30:7	of	IN(IN)	of
POprc522_30:8	the	DT(DT)	the
POprc522_30:9	s_eu	NP(NP)	s_eu
POprc522_30:10	in	IN(IN)	in
POprc522_30:11	the	DT(DT)	the
POprc522_30:12	security	NN(NN)	security
POprc522_30:13	council	NN(NN)	council
POprc522_30:14	will	MD(MD)	will
POprc522_30:15	work	VV(VV)	work
POprc522_30:16	for	IN(IN)	for
POprc522_30:17	a	DT(DT)	a
POprc522_30:18	security	NN(NN)	security
POprc522_30:19	council	NN(NN)	council
POprc522_30:20	resolution	NN(NN)	resolution
POprc522_30:21	_0	PA(PA)	
POprc522_30:22	which	PRE(PRE)	which
POprc522_30:23	incorporates	VVZ(VVZ)	incorporate
POprc522_30:24	all	PDT(PDT)	all
POprc522_30:25	the	DT(DT)	the
POprc522_30:26	elements	NNS(NNS)	element
POprc522_30:27	of	IN(IN)	of
POprc522_30:28	er	UH(UH)	er
POprc522_30:29	today	RB(RB)	today
POprc522_30:30	's	POS(POS)	's
POprc522_30:31	conclusions	NNS(NNS)	conclusion
POprc522_30:32	_0	PA(PA)	
POprc522_30:33	starting	VVG(VVG)	start
POprc522_30:34	out	RB(RB)	out
POprc522_30:35	of	RB(RB)	of
POprc522_30:36	course	RB(RB)	course
POprc522_30:37	with	IN(IN)	with
POprc522_30:38	the	DT(DT)	the
POprc522_30:39	er	UH(UH)	er
POprc522_30:40	_0	PA(PA)	
POprc522_30:41	cessation	NN(NN)	cessation
POprc522_30:42	of	IN(IN)	of
POprc522_30:43	hostilities	NNS(NNS)	hostility
POprc522_30:44	_4	PA(PA)	
POprc522_30:45	and	CC(CC)	and
POprc522_30:46	xx	UNI(UNI)	
POprc522_30:47	and	CC(CC)	and
POprc522_30:48	by	IN(IN)	by
POprc522_30:49	the	DT(DT)	the
POprc522_30:50	way	NN(NN)	way
POprc522_30:51	i	PP(PP)	i
POprc522_30:52	it	PP(PP)	it
POprc522_30:53	should	MD(MD)	shall
POprc522_30:54	be	VB(VB)	be
POprc522_30:55	_0	PA(PA)	
POprc522_30:56	added	VVN(VVN)	add
POprc522_30:57	that	IN(IN)	that
POprc522_30:58	er	UH(UH)	er
POprc522_30:59	_0	PA(PA)	
POprc522_30:60	er	UH(UH)	er
POprc522_30:61	we	PP(PP)	we
POprc522_30:62	also	RB(RB)	also
POprc522_30:63	have	VHP(VHP)	have
