PBpan25_1:1	good	FI(FI)	good
PBpan25_10:365	appearing	VVG(VVG)	appear
PBpan25_10:366	but	CC(CC)	but
PBpan25_10:367	the	DT(DT)	the
PBpan25_10:368	main	JJ(JJ)	main
PBpan25_10:369	reason	NN(NN)	reason
PBpan25_10:370	is	VBZ(VBZ)	be
PBpan25_10:371	that	IN(IN)	that
PBpan25_10:372	we	PP(PP)	we
PBpan25_10:373	were	VBD(VBD)	be
PBpan25_10:374	able	JJ(JJ)	able
PBpan25_10:375	to	TO(TO)	to
PBpan25_10:376	find	VV(VV)	find
PBpan25_10:377	a	DT(DT)	a
PBpan25_10:378	compensation	NN(NN)	compensation
PBpan25_10:379	schema	NN(NN)	schema
PBpan25_10:380	_0	PA(PA)	
PBpan25_10:381	that	IN(IN)	that
PBpan25_10:382	the	DT(DT)	the
PBpan25_10:383	ministry	NN(NN)	ministry
PBpan25_10:384	of	IN(IN)	of
PBpan25_10:385	finance	NN(NN)	finance
PBpan25_10:386	er	UH(UH)	er
PBpan25_10:387	er	UH(UH)	er
PBpan25_10:388	er	UH(UH)	er
PBpan25_10:389	_0	PA(PA)	
PBpan25_10:390	agreed	VVD(VVD)	agree
PBpan25_10:391	to	TO(TO)	to
PBpan25_10:392	pay	VV(VV)	pay
PBpan25_10:393	something	NN(NN)	something
PBpan25_10:394	to	IN(IN)	to
PBpan25_10:395	the	DT(DT)	the
PBpan25_10:396	central	NN(NN)	central
PBpan25_10:397	bank	NN(NN)	bank
PBpan25_10:398	for	IN(IN)	for
PBpan25_10:399	taking	VVG(VVG)	take
PBpan25_10:400	over	RP(RP)	over
PBpan25_10:401	_0	PA(PA)	
PBpan25_10:402	exchange	NN(NN)	exchange
PBpan25_10:403	rate	NN(NN)	rate
PBpan25_10:404	er	UH(UH)	er
PBpan25_10:405	for	IN(IN)	for
PBpan25_10:406	instant	JJ(JJ)	instant
PBpan25_10:407	_0	PA(PA)	
PBpan25_10:408	and	CC(CC)	and
PBpan25_10:409	er	UH(UH)	er
PBpan25_10:410	last	RB(RB)	last
PBpan25_10:411	but	CC(CC)	but
PBpan25_10:412	not	RB(RB)	not
PBpan25_10:413	least	RB(RB)	least
PBpan25_10:414	_0	PA(PA)	
PBpan25_10:415	er	UH(UH)	er
PBpan25_10:416	the	DT(DT)	the
PBpan25_10:417	current	JJ(JJ)	current
PBpan25_10:418	euro	NP(NP)	euro
PBpan25_10:419	strategy	NN(NN)	strategy
PBpan25_10:420	is	VBZ(VBZ)	be
PBpan25_10:421	also	RB(RB)	also
PBpan25_10:422	er	UH(UH)	er
PBpan25_10:423	the	DT(DT)	the
PBpan25_10:424	example	NN(NN)	example
PBpan25_10:425	of	IN(IN)	of
PBpan25_10:426	cooperation	NN(NN)	cooperation
PBpan25_10:427	er	UH(UH)	er
PBpan25_10:428	_0	PA(PA)	
PBpan25_10:429	er	UH(UH)	er
PBpan25_10:430	between	IN(IN)	between
PBpan25_10:431	the	DT(DT)	the
PBpan25_10:432	central	NN(NN)	central
PBpan25_10:433	bank	NN(NN)	bank
PBpan25_10:434	and	CC(CC)	and
PBpan25_10:435	er	UH(UH)	er
PBpan25_10:436	and	CC(CC)	and
PBpan25_10:437	the	DT(DT)	the
PBpan25_10:438	government	NN(NN)	government
PBpan25_10:439	_0	PA(PA)	
PBpan25_10:440	er	UH(UH)	er
PBpan25_10:441	this	DT(DT)	this
PBpan25_10:442	euro	NP(NP)	euro
PBpan25_10:443	strategy	NN(NN)	strategy
PBpan25_10:444	was	VBD(VBD)	be
PBpan25_10:445	launched	VVN(VVN)	launch
PBpan25_10:446	er	UH(UH)	er
PBpan25_10:447	_0	PA(PA)	
PBpan25_10:448	er	UH(UH)	er
PBpan25_10:449	er	UH(UH)	er
PBpan25_10:450	er	UH(UH)	er
PBpan25_10:451	i-	XX(XX)	
PBpan25_10:452	in	IN(IN)	in
PBpan25_10:453	in	IN(IN)	in
PBpan25_10:454	the	DT(DT)	the
PBpan25_10:455	previous	JJ(JJ)	previous
PBpan25_10:456	year	NN(NN)	year
PBpan25_10:457	in	IN(IN)	in
PBpan25_10:458	the	DT(DT)	the
PBpan25_10:459	autumn	NN(NN)	autumn
PBpan25_10:460	of	IN(IN)	of
PBpan25_10:461	previous	JJ(JJ)	previous
PBpan25_10:462	year	NN(NN)	year
PBpan25_10:463	_0	PA(PA)	
PBpan25_10:464	and	CC(CC)	and
PBpan25_10:465	it	PP(PP)	it
PBpan25_10:466	clearly	RB(RB)	clearly
PBpan25_10:467	_0	PA(PA)	
PBpan25_10:468	describes	VVZ(VVZ)	describe
PBpan25_10:469	er	UH(UH)	er
PBpan25_10:470	the	DT(DT)	the
PBpan25_10:471	homework	NN(NN)	homework
PBpan25_10:472	of	IN(IN)	of
PBpan25_10:473	er	UH(UH)	er
PBpan25_10:474	_0	PA(PA)	
PBpan25_10:475	both	DT(DT)	both
PBpan25_10:476	institution	NN(NNS)	institution
PBpan25_10:477	the	DT(DT)	the
PBpan25_10:478	central	NN(NN)	central
PBpan25_10:479	bank	NN(NN)	bank
PBpan25_10:480	is	VBZ(VBZ)	be
PBpan25_10:481	responsible	JJ(JJ)	responsible
PBpan25_10:482	for	IN(IN)	for
PBpan25_10:483	reaching	VVG(NN)	reach/reaching
PBpan25_10:484	the	DT(DT)	the
PBpan25_10:485	maastricht	NP(NP)	maastricht
PBpan25_10:486	_0	PA(PA)	
PBpan25_10:487	inflation	NN(NN)	inflation
PBpan25_10:488	criteria	NNS(NNS)	criterion
PBpan25_10:489	_0	PA(PA)	
PBpan25_10:490	and	CC(CC)	and
PBpan25_10:491	in	IN(IN)	in
PBpan25_10:492	this	DT(DT)	this
PBpan25_10:493	sense	NN(NN)	sense
PBpan25_10:494	_0	PA(PA)	
PBpan25_10:495	i	PP(PP)	i
PBpan25_10:496	think	VVP(VVP)	think
PBpan25_10:497	also	RB(RB)	also
PBpan25_10:498	this	DT(DT)	this
PBpan25_10:499	that	DT(DT)	that
PBpan25_10:500	inflation	NN(NN)	inflation
PBpan25_10:501	targeting	VVG(NN)	target/targeting
PBpan25_10:502	is	VBZ(VBZ)	be
PBpan25_10:503	_0	PA(PA)	
PBpan25_10:504	very	RB(RB)	very
PBpan25_10:505	instrumental	JJ(JJ)	instrumental
PBpan25_10:506	_0	PA(PA)	
PBpan25_10:507	because	IN(IN)	because
PBpan25_10:508	er	UH(UH)	er
PBpan25_10:509	the	DT(DT)	the
PBpan25_10:510	target	NN(NN)	target
PBpan25_10:511	is	VBZ(VBZ)	be
PBpan25_10:512	er	UH(UH)	er
PBpan25_10:513	very	RB(RB)	very
PBpan25_10:514	easily	RB(RB)	easily
PBpan25_10:515	derived	VVN(VVN)	derive
PBpan25_10:516	_0	PA(PA)	
PBpan25_10:517	from	IN(IN)	from
PBpan25_10:518	the	DT(DT)	the
PBpan25_10:519	xx	UNI(UNI)	
PBpan25_10:520	_0	PA(PA)	
PBpan25_10:521	er	UH(UH)	er
PBpan25_10:522	inflation	NN(NN)	inflation
PBpan25_10:523	maastricht	NP(NP)	maastricht
PBpan25_10:524	inflation	NN(NN)	inflation
PBpan25_10:525	criterion	NN(NN)	criterion
PBpan25_10:526	even	IN(IN)	even
PBpan25_10:527	though	IN(IN)	though
PBpan25_10:528	there	EX(EX)	there
PBpan25_10:529	is	VBZ(VBZ)	be
PBpan25_10:530	_0	PA(PA)	
PBpan25_10:531	some	DT(DT)	some
PBpan25_10:532	erm	UH(UH)	erm
PBpan25_10:533	there	EX(EX)	there
PBpan25_10:534	are	VBP(VBP)	be
PBpan25_10:535	uncertainties	NNS(NNS)	uncertainty
PBpan25_10:536	for	IN(IN)	for
PBpan25_10:537	the	DT(DT)	the
PBpan25_10:538	the	DT(DT)	the
PBpan25_10:539	precise	JJ(JJ)	precise
PBpan25_10:540	va-	XX(XX)	
PBpan25_10:541	er	UH(UH)	er
PBpan25_10:542	value	NN(NN)	value
PBpan25_10:543	of	IN(IN)	of
PBpan25_10:544	er	UH(UH)	er
PBpan25_10:545	_0	PA(PA)	
PBpan25_10:546	inflation	NN(NN)	inflation
PBpan25_10:547	target	NN(NN)	target
PBpan25_10:548	_0	PA(PA)	
PBpan25_10:549	but	CC(CC)	but
PBpan25_10:550	we	PP(PP)	we
PBpan25_10:551	can	MD(MD)	can
PBpan25_10:552	guess	VV(VV)	guess
PBpan25_10:553	_0	PA(PA)	
PBpan25_10:554	what	WP(WP)	what
PBpan25_10:555	is	VBZ(VBZ)	be
PBpan25_10:556	the	DT(DT)	the
PBpan25_10:557	approximate	JJ(JJ)	approximate
PBpan25_10:558	er	UH(UH)	er
PBpan25_10:559	_0	PA(PA)	
PBpan25_10:560	er	UH(UH)	er
PBpan25_10:561	value	NN(NN)	value
PBpan25_10:562	so	DM(DM)	so
PBpan25_10:563	our	PP$(PP$)	we
PBpan25_10:564	inflation	NN(NN)	inflation
PBpan25_10:565	target	NN(NN)	target
PBpan25_10:566	_0	PA(PA)	
PBpan25_10:567	er	UH(UH)	er
PBpan25_10:568	was	VBD(VBD)	be
PBpan25_10:569	derived	VVN(VVN)	derive
PBpan25_10:570	from	IN(IN)	from
PBpan25_10:571	this	DT(DT)	this
PBpan25_10:572	er	UH(UH)	er
PBpan25_10:573	_0	PA(PA)	
PBpan25_10:574	from	IN(IN)	from
PBpan25_10:575	this	DT(DT)	this
PBpan25_10:576	perspective	NN(NN)	perspective
PBpan25_10:577	_0	PA(PA)	
PBpan25_10:578	and	CC(CC)	and
PBpan25_10:579	in	IN(IN)	in
PBpan25_10:580	the	DT(DT)	the
PBpan25_10:581	same	JJ(JJ)	same
PBpan25_10:582	time	NN(NN)	time
PBpan25_10:583	_0	PA(PA)	
PBpan25_10:584	the	DT(DT)	the
PBpan25_10:585	homework	NN(NN)	homework
PBpan25_10:586	of	IN(IN)	of
PBpan25_10:587	ministry	NN(NN)	ministry
PBpan25_10:588	of	IN(IN)	of
PBpan25_10:589	finance	NN(NN)	finance
PBpan25_10:590	and	CC(CC)	and
PBpan25_10:591	the	DT(DT)	the
PBpan25_10:592	government	NN(NN)	government
PBpan25_10:593	is	VBZ(VBZ)	be
PBpan25_10:594	to	TO(TO)	to
PBpan25_10:595	_0	PA(PA)	
PBpan25_10:596	xxx	UNI(UNI)	
PBpan25_10:597	fisc-	XX(XX)	
PBpan25_10:598	fiscal	JJ(JJ)	fiscal
PBpan25_10:599	consolidation	NN(NN)	consolidation
PBpan25_10:600	the	DT(DT)	the
PBpan25_10:601	government	NN(NN)	government
PBpan25_10:602	promised	VVD(VVD)	promise
PBpan25_10:603	_0	PA(PA)	
PBpan25_10:604	to	TO(TO)	to
PBpan25_10:605	_0	PA(PA)	
PBpan25_10:606	er	UH(UH)	er
PBpan25_10:607	make	VV(VV)	make
PBpan25_10:608	er	UH(UH)	er
PBpan25_10:609	the	DT(DT)	the
PBpan25_10:610	order	NN(NN)	order
PBpan25_10:611	in	IN(IN)	in
PBpan25_10:612	the	DT(DT)	the
PBpan25_10:613	fiscal	JJ(JJ)	fiscal
PBpan25_10:614	house	NN(NN)	house
PBpan25_10:615	and	CC(CC)	and
PBpan25_10:616	there	EX(EX)	there
PBpan25_10:617	is	VBZ(VBZ)	be
PBpan25_10:618	a	DT(DT)	a
PBpan25_10:619	plan	NN(NN)	plan
PBpan25_10:620	_0	PA(PA)	
PBpan25_10:621	er	UH(UH)	er
PBpan25_10:622	fiscal	JJ(JJ)	fiscal
PBpan25_10:623	consolidation	NN(NN)	consolidation
PBpan25_10:624	and	CC(CC)	and
PBpan25_10:625	er	UH(UH)	er
PBpan25_10:626	we	PP(PP)	we
PBpan25_10:627	we	PP(PP)	we
PBpan25_10:628	think	VVP(VVP)	think
PBpan25_10:629	that	IN(IN)	that
PBpan25_10:630	it	PP(PP)	it
PBpan25_10:631	's	VBS(VBS)	be
PBpan25_10:632	not	RB(RB)	not
PBpan25_10:633	er	UH(UH)	er
PBpan25_10:634	_1	PA(PA)	
PBpan25_10:635	extremely	RB(RB)	extremely
PBpan25_10:636	ambitious	JJ(JJ)	ambitious
PBpan25_10:637	_0	PA(PA)	
PBpan25_10:638	but	CC(CC)	but
PBpan25_10:639	up	RP(RP)	up
PBpan25_10:640	till	IN(IN)	till
PBpan25_10:641	now	RB(RB)	now
PBpan25_10:642	_0	PA(PA)	
PBpan25_10:643	i-	XX(XX)	
PBpan25_10:644	i-	XX(XX)	
PBpan25_10:645	it	PP(PP)	it
PBpan25_10:646	works	VVZ(VVZ)	work
PBpan25_10:647	er	UH(UH)	er
PBpan25_10:648	and	CC(CC)	and
PBpan25_10:649	the	DT(DT)	the
PBpan25_10:650	government	NN(NN)	government
PBpan25_10:651	er	UH(UH)	er
PBpan25_10:652	fulfils	VVZ(VVZ)	fulfil
PBpan25_10:653	its	PP$(PP$)	it
PBpan25_10:654	er	UH(UH)	er
PBpan25_10:655	promises	NNS(NNS)	promise
PBpan25_10:656	_0	PA(PA)	
PBpan25_10:657	so	DM(DM)	so
PBpan25_10:658	in	IN(IN)	in
PBpan25_10:659	this	DT(DT)	this
PBpan25_10:660	respect	NN(NN)	respect
PBpan25_10:661	er	UH(UH)	er
PBpan25_10:662	the	DT(DT)	the
PBpan25_10:663	euro	NP(NP)	euro
PBpan25_10:664	strategy	NN(NN)	strategy
PBpan25_10:665	_0	PA(PA)	
PBpan25_10:666	is	VBZ(VBZ)	be
PBpan25_10:667	er	UH(UH)	er
PBpan25_10:668	_0	PA(PA)	
PBpan25_10:669	is	VBZ(VBZ)	be
PBpan25_10:670	er	UH(UH)	er
PBpan25_10:671	fulfilled	VVN(VVN)	fulfil
PBpan25_10:672	and	CC(CC)	and
PBpan25_10:673	not	RB(RB)	not
PBpan25_10:674	reas-	XX(XX)	
PBpan25_10:675	no	DT(DT)	no
PBpan25_10:676	reason	NN(NN)	reason
PBpan25_10:677	_0	PA(PA)	
PBpan25_10:678	er	UH(UH)	er
PBpan25_10:679	that	IN(IN)	that
PBpan25_10:680	there	EX(EX)	there
PBpan25_10:681	is	VBZ(VBZ)	be
PBpan25_10:682	some	DT(DT)	some
PBpan25_10:683	lack	NN(NN)	lack
PBpan25_10:684	of	IN(IN)	of
PBpan25_10:685	credibility	NN(NN)	credibility
PBpan25_10:686	of	IN(IN)	of
PBpan25_10:687	this	DT(DT)	this
PBpan25_10:688	er	UH(UH)	er
PBpan25_10:689	_0	PA(PA)	
PBpan25_10:690	strategy	NN(NN)	strategy
PBpan25_10:691	_0	PA(PA)	
PBpan25_10:692	so	DM(DM)	so
PBpan25_10:693	i	PP(PP)	i
PBpan25_10:694	think	VVP(VVP)	think
PBpan25_10:695	that	IN(IN)	that
PBpan25_10:696	er	UH(UH)	er
PBpan25_10:697	erm	UH(UH)	erm
PBpan25_10:698	a	DT(DT)	a
PBpan25_10:699	conflict	NN(NN)	conflict
PBpan25_10:700	er	UH(UH)	er
PBpan25_10:701	tend	V(VVZ)	tend
PBpan25_10:702	to	TO(TO)	to
PBpan25_10:703	arise	VV(VV)	arise
PBpan25_10:704	between	IN(IN)	between
PBpan25_10:705	er	UH(UH)	er
PBpan25_10:706	_0	PA(PA)	
PBpan25_10:707	the	DT(DT)	the
PBpan25_10:708	two	CD(CD)	two
PBpan25_10:709	policy	NN(NN)	policy
PBpan25_10:710	_0	PA(PA)	
PBpan25_10:711	er	UH(UH)	er
PBpan25_10:712	makers	NNS(NNS)	maker
PBpan25_10:713	but	CC(CC)	but
PBpan25_10:714	erm	UH(UH)	erm
PBpan25_10:715	_0	PA(PA)	
PBpan25_10:716	as	IN(IN)	as
PBpan25_10:717	i	PP(PP)	i
PBpan25_10:718	said	VVD(VVD)	say
PBpan25_10:719	er	UH(UH)	er
PBpan25_10:720	_0	PA(PA)	
PBpan25_10:721	erm	UH(UH)	erm
PBpan25_10:722	we	PP(PP)	we
PBpan25_10:723	try	VVP(VVP)	try
PBpan25_10:724	i-	XX(XX)	
PBpan25_10:725	in	IN(IN)	in
PBpan25_10:726	the	DT(DT)	the
PBpan25_10:727	a_[place6]	NP(NP)	
PBpan25_10:728	national	JJ(JJ)	national
PBpan25_10:729	bank	NN(NN)	bank
PBpan25_10:730	_0	PA(PA)	
PBpan25_10:731	to	TO(TO)	to
PBpan25_10:732	_0	PA(PA)	
PBpan25_10:733	er	UH(UH)	er
PBpan25_10:734	to	TO(TO)	to
PBpan25_10:735	play	VV(VV)	play
PBpan25_10:736	the	DT(DT)	the
PBpan25_10:737	card	NN(NN)	card
PBpan25_10:738	of	IN(IN)	of
PBpan25_10:739	coordination	NN(NN)	coordination
PBpan25_10:740	a-	XX(XX)	
PBpan25_10:741	and	CC(CC)	and
PBpan25_10:742	er	UH(UH)	er
PBpan25_10:743	the	DT(DT)	the
PBpan25_10:744	agreement	NN(NN)	agreement
PBpan25_10:745	between	IN(IN)	between
PBpan25_10:746	those	DT(DT)	those
PBpan25_10:747	institutions	NNS(NNS)	institution
PBpan25_10:748	_0	PA(PA)	
PBpan25_10:749	and	CC(CC)	and
PBpan25_10:750	i	PP(PP)	i
PBpan25_10:751	think	VVP(VVP)	think
PBpan25_10:752	it	PP(PP)	it
PBpan25_10:753	it	PP(PP)	it
PBpan25_10:754	works	VVZ(VVZ)	work
PBpan25_10:755	up	RP(RP)	up
PBpan25_10:756	till	IN(IN)	till
PBpan25_10:757	now	RB(RB)	now
PBpan25_10:758	_0	PA(PA)	

PBpan25_11:1	thank	FI(FI)	thank
PBpan25_11:2	you	FI(FI)	you
PBpan25_11:3	very	RB(RB)	very
PBpan25_11:4	much	RB(RB)	much
PBpan25_11:5	yeah	RE(RE)	yeah
PBpan25_11:6	that	IN(IN)	that
PBpan25_11:7	you	PP(PP)	you
PBpan25_11:8	er	UH(UH)	er
PBpan25_11:9	er	UH(UH)	er
PBpan25_11:10	_0	PA(PA)	
PBpan25_11:11	completed	VVD(VVD)	complete
PBpan25_11:12	your	PP$(PP$)	you
PBpan25_11:13	international	JJ(JJ)	international
PBpan25_11:14	er	UH(UH)	er
PBpan25_11:15	elaborating	VVG(VVG)	elaborate
PBpan25_11:16	a	RB(RB)	a
PBpan25_11:17	little	RB(RB)	little
PBpan25_11:18	bit	RB(RB)	bit
PBpan25_11:19	on	IN(IN)	on
PBpan25_11:20	the	DT(DT)	the
PBpan25_11:21	inflation	NN(NN)	inflation
PBpan25_11:22	targeting	VVG(NN)	target/targeting
PBpan25_11:23	and	CC(CC)	and
PBpan25_11:24	its	PP$(PP$)	it
PBpan25_11:25	usefulness	NN(NN)	usefulness
PBpan25_11:26	_0	PA(PA)	
PBpan25_11:27	er	UH(UH)	er
PBpan25_11:28	inflation	NN(NN)	inflation
PBpan25_11:29	targeting	VVG(NN)	target/targeting
PBpan25_11:30	is	VBZ(VBZ)	be
PBpan25_11:31	er	UH(UH)	er
PBpan25_11:32	really	RB(RB)	really
PBpan25_11:33	fashionable	JJ(JJ)	fashionable
PBpan25_11:34	of	IN(IN)	of
PBpan25_11:35	the	DT(DT)	the
PBpan25_11:36	region	NN(NN)	region
PBpan25_11:37	er	UH(UH)	er
PBpan25_11:38	however	RB(RB)	however
PBpan25_11:39	the	DT(DT)	the
PBpan25_11:40	results	NNS(NNS)	result
PBpan25_11:41	er	UH(UH)	er
PBpan25_11:42	sometimes	RB(RB)	sometimes
PBpan25_11:43	are	VBP(VBP)	be
PBpan25_11:44	different	JJ(JJ)	different
PBpan25_11:45	from	IN(IN)	from
PBpan25_11:46	that	DT(DT)	that
PBpan25_11:47	of	IN(IN)	of
PBpan25_11:48	from	IN(IN)	from
PBpan25_11:49	the	DT(DT)	the
PBpan25_11:50	intention	NN(NN)	intention
PBpan25_11:51	of	IN(IN)	of
PBpan25_11:52	the	DT(DT)	the
PBpan25_11:53	central	NNS(NNS)	central
PBpan25_11:54	banks	NNS(NNS)	bank
PBpan25_11:55	and	CC(CC)	and
PBpan25_11:56	and	CC(CC)	and
PBpan25_11:57	the	DT(DT)	the
PBpan25_11:58	governments	NNS(NNS)	government
PBpan25_11:59	_0	PA(PA)	
PBpan25_11:60	er	UH(UH)	er
PBpan25_11:61	at	IN(IN)	at
PBpan25_11:62	this	DT(DT)	this
PBpan25_11:63	stage	NN(NN)	stage
PBpan25_11:64	er	UH(UH)	er
PBpan25_11:65	in	IN(IN)	in
PBpan25_11:66	case	NN(NN)	case
PBpan25_11:67	of	IN(IN)	of
PBpan25_11:68	a_[place7]	NP(NP)	
PBpan25_11:69	is	VBZ(VBZ)	be
PBpan25_11:70	confronted	VVN(VVN)	confront
PBpan25_11:71	with	IN(IN)	with
PBpan25_11:72	the	DT(DT)	the
PBpan25_11:73	challenge	NN(NN)	challenge
PBpan25_11:74	to	TO(TO)	to
PBpan25_11:75	adopt	VV(VV)	adopt
PBpan25_11:76	a	DT(DT)	a
PBpan25_11:77	new	JJ(JJ)	new
PBpan25_11:78	regime	NN(NN)	regime
PBpan25_11:79	_0	PA(PA)	
PBpan25_11:80	namely	RB(RB)	namely
PBpan25_11:81	inflation	NN(NN)	inflation
PBpan25_11:82	targeting	VVG(NN)	target/targeting
PBpan25_11:83	_0	PA(PA)	
PBpan25_11:84	er	UH(UH)	er
PBpan25_11:85	a_[S5]	NP(NP)	
PBpan25_11:86	this	DT(DT)	this
PBpan25_11:87	might	MD(MD)	may
PBpan25_11:88	be	VB(VB)	be
PBpan25_11:89	a	DT(DT)	a
PBpan25_11:90	very	RB(RB)	very
PBpan25_11:91	suitable	JJ(JJ)	suitable
PBpan25_11:92	question	NN(NN)	question
PBpan25_11:93	for	IN(IN)	for
PBpan25_11:94	you	PP(PP)	you
PBpan25_11:95	because	IN(IN)	because
PBpan25_11:96	this	DT(DT)	this
PBpan25_11:97	is	VBZ(VBZ)	be
PBpan25_11:98	very	RB(RB)	very
PBpan25_11:99	a	DT(DT)	a
PBpan25_11:100	very	RB(RB)	very
PBpan25_11:101	er	UH(UH)	er
PBpan25_11:102	_0	PA(PA)	
PBpan25_11:103	er	UH(UH)	er
PBpan25_11:104	exciting	JJ(JJ)	exciting
PBpan25_11:105	issue	NN(NN)	issue
PBpan25_11:106	not	RB(RB)	not
PBpan25_11:107	only	RB(RB)	only
PBpan25_11:108	from	IN(IN)	from
PBpan25_11:109	er	UH(UH)	er
PBpan25_11:110	practical	JJ(JJ)	practical
PBpan25_11:111	but	CC(CC)	but
PBpan25_11:112	from	IN(IN)	from
PBpan25_11:113	theoretical	JJ(JJ)	theoretical
PBpan25_11:114	point	NN(NN)	point
PBpan25_11:115	of	NN(NN)	of
PBpan25_11:116	view	NN(NN)	view
PBpan25_11:117	as	RB(RB)	as
PBpan25_11:118	well	RB(RB)	well
PBpan25_11:119	_0	PA(PA)	
PBpan25_11:120	what	WP(WP)	what
PBpan25_11:121	are	VBP(VBP)	be
PBpan25_11:122	the	DT(DT)	the
PBpan25_11:123	pros	NNS(NNS)	pro
PBpan25_11:124	and	CC(CC)	and
PBpan25_11:125	cons	NNS(NNS)	con
PBpan25_11:126	what	WP(WP)	what
PBpan25_11:127	are	VBP(VBP)	be
PBpan25_11:128	the	DT(DT)	the
PBpan25_11:129	potential	JJ(JJ)	potential
PBpan25_11:130	advantages	NNS(NNS)	advantage
PBpan25_11:131	_0	PA(PA)	
PBpan25_11:132	and	CC(CC)	and
PBpan25_11:133	perhaps	RB(RB)	perhaps
PBpan25_11:134	disadvantages	NNS(NNS)	disadvantage
PBpan25_11:135	of	IN(IN)	of
PBpan25_11:136	of	IN(IN)	of
PBpan25_11:137	x	UNI(UNI)	
PBpan25_11:138	er	UH(UH)	er
PBpan25_11:139	a	DT(DT)	a
PBpan25_11:140	new	JJ(JJ)	new
PBpan25_11:141	monetary	JJ(JJ)	monetary
PBpan25_11:142	policy	NN(NN)	policy
PBpan25_11:143	xxx	UNI(UNI)	
PBpan25_11:144	in	IN(IN)	in
PBpan25_11:145	a_[place7]	NP(NP)	
PBpan25_11:146	_0	PA(PA)	

PBpan25_12:1	oh	UH(UH)	oh
PBpan25_12:2	i	PP(PP)	i
PBpan25_12:3	think	VVP(VVP)	think
PBpan25_12:4	that	IN(IN)	that
PBpan25_12:5	erm	UH(UH)	erm
PBpan25_12:6	we	PP(PP)	we
PBpan25_12:7	first	RB(RB)	first
PBpan25_12:8	have	VHP(VHP)	have
PBpan25_12:9	to	TO(TO)	to
PBpan25_12:10	look	VV(VV)	look
PBpan25_12:11	at	IN(IN)	at
PBpan25_12:12	er	UH(UH)	er
PBpan25_12:13	_0	PA(PA)	
PBpan25_12:14	the	DT(DT)	the
PBpan25_12:15	the	DT(DT)	the
PBpan25_12:16	region	NN(NN)	region
PBpan25_12:17	choices	NNS(NNS)	choice
PBpan25_12:18	out	RB(RB)	out
PBpan25_12:19	there	RB(RB)	there
PBpan25_12:20	_0	PA(PA)	
PBpan25_12:21	erm	UH(UH)	erm
PBpan25_12:22	they	PP(PP)	they
PBpan25_12:23	're	VBP(VBP)	be
PBpan25_12:24	not	RB(RB)	not
PBpan25_12:25	that	RB(RB)	that
PBpan25_12:26	many	JJ(JJ)	many
PBpan25_12:27	_0	PA(PA)	
PBpan25_12:28	if	IN(IN)	if
PBpan25_12:29	er	UH(UH)	er
PBpan25_12:30	if	IN(IN)	if
PBpan25_12:31	er	UH(UH)	er
PBpan25_12:32	for	RB(RB)	for
PBpan25_12:33	example	RB(RB)	example
PBpan25_12:34	one	CD(CD)	one
PBpan25_12:35	takes	VVZ(VVZ)	take
PBpan25_12:36	erm	UH(UH)	erm
PBpan25_12:37	_0	PA(PA)	
PBpan25_12:38	exchange	NN(NN)	exchange
PBpan25_12:39	rate	NN(NN)	rate
PBpan25_12:40	er	UH(UH)	er
PBpan25_12:41	based	JJ(JJ)	based
PBpan25_12:42	er	UH(UH)	er
PBpan25_12:43	regimes	NNS(NNS)	regime
PBpan25_12:44	er	UH(UH)	er
PBpan25_12:45	xxxxxx	UNI(UNI)	
PBpan25_12:46	or	CC(CC)	or
PBpan25_12:47	something	NN(NN)	something
PBpan25_12:48	resembling	VVG(VVG)	resemble
PBpan25_12:49	that	DT(DT)/PRE(PRE)	that
PBpan25_12:50	xxx	UNI(UNI)	
PBpan25_12:51	when	WRB(WRB)	when
PBpan25_12:52	you	PP(PP)	you
PBpan25_12:53	are	VBP(VBP)	be
PBpan25_12:54	moving	VVG(VVG)	move
PBpan25_12:55	towards	IN(IN)	towards
PBpan25_12:56	a	DT(DT)	a
PBpan25_12:57	capital	NN(NN)	capital
PBpan25_12:58	or	CC(CC)	or
PBpan25_12:59	capitalization	NN(NN)	capitalization
PBpan25_12:60	more	RBR(RBR)	more
PBpan25_12:61	fully	RB(RB)	fully
PBpan25_12:62	as	IN(IN)	as
PBpan25_12:63	we	PP(PP)	we
PBpan25_12:64	are	VBP(VBP)	be
PBpan25_12:65	_0	PA(PA)	
PBpan25_12:66	and	CC(CC)	and
PBpan25_12:67	we	PP(PP)	we
PBpan25_12:68	're	VBP(VBP)	be
PBpan25_12:69	set	VVN(VVN)	set
PBpan25_12:70	to	TO(TO)	to
PBpan25_12:71	get	VV(VV)	get
PBpan25_12:72	there	RB(RB)	there
PBpan25_12:73	for	IN(IN)	for
PBpan25_12:74	as	IN(IN)	as
PBpan25_12:75	quite	PDT(PDT)	quite
PBpan25_12:76	a	DT(DT)	a
PBpan25_12:77	xxxxx	UNI(UNI)	
PBpan25_12:78	by	IN(IN)	by
PBpan25_12:79	two	CD(CD)	two
PBpan25_12:80	thousand	CD(CD)	thousand
PBpan25_12:81	seven	CD(CD)	seven
PBpan25_12:82	_0	PA(PA)	
PBpan25_12:83	is	VBZ(VBZ)	be
PBpan25_12:84	er	UH(UH)	er
PBpan25_12:85	as	IN(IN)	as
PBpan25_12:86	er	UH(UH)	er
PBpan25_12:87	much	JJ(JJ)	much
PBpan25_12:88	greater	JJR(JJR)	great
